           table_name           |        column_name         |          data_type          | is_nullable 
 stripe_accounts                | onboarding_completed       | boolean                     | NO
 stripe_accounts                | payouts_enabled            | boolean                     | NO
 stripe_accounts                | created_at                 | timestamp with time zone    | NO
 stripe_accounts                | updated_at                 | timestamp with time zone    | NO
 stripe_accounts                | user_id                    | bigint                      | NO
 stripe_accounts                | id                         | uuid                        | NO
 stripe_accounts                | stripe_account_id          | character varying           | YES
 stripe_webhook_events          | received_at                | timestamp with time zone    | NO
 stripe_webhook_events          | event_id                   | character varying           | NO
 stripe_webhook_events          | payload_hash               | character varying           | YES
 stripe_webhook_events          | type                       | character varying           | NO
 stripe_webhook_events          | status                     | character varying           | NO
 stripe_webhook_events          | processed_at               | timestamp with time zone    | YES
 subscriptions                  | cancel_at_period_end       | boolean                     | NO
 subscriptions                  | created_at                 | timestamp with time zone    | NO
 subscriptions                  | current_period_end         | timestamp with time zone    | YES
 subscriptions                  | current_period_start       | timestamp with time zone    | YES
 subscriptions                  | next_invoice_date          | timestamp with time zone    | YES
 subscriptions                  | updated_at                 | timestamp with time zone    | NO
 subscriptions                  | user_id                    | bigint                      | NO
 subscriptions                  | id                         | uuid                        | NO
 subscriptions                  | last4                      | character varying           | YES
 subscriptions                  | payment_method_brand       | character varying           | YES
 subscriptions                  | status                     | character varying           | NO
 subscriptions                  | stripe_subscription_id     | character varying           | YES
 super_tips                     | amount                     | numeric                     | NO
 super_tips                     | duration_seconds           | integer                     | NO
 super_tips                     | created_at                 | timestamp with time zone    | NO
 super_tips                     | creator_id                 | bigint                      | NO
 super_tips                     | from_user_id               | bigint                      | NO
 super_tips                     | id                         | uuid                        | NO
 super_tips                     | room_id                    | uuid                        | NO
 super_tips                     | client_request_id          | character varying           | YES
 super_tips                     | highlight_level            | character varying           | NO
 super_tips                     | message                    | character varying           | YES
 super_tips                     | status                     | character varying           | NO
 tip_actions                    | is_enabled                 | boolean                     | NO
 tip_actions                    | amount                     | bigint                      | NO
 tip_actions                    | creator_id                 | bigint                      | NO
 tip_actions                    | id                         | uuid                        | NO
 tip_actions                    | description                | character varying           | NO
 tip_actions                    | category_id                | uuid                        | YES
 tip_actions                    | sort_order                 | integer                     | YES
 tip_goal_groups                | id                         | uuid                        | NO
 tip_goal_groups                | creator_id                 | bigint                      | NO
 tip_goal_groups                | title                      | character varying           | NO
 tip_goal_groups                | target_amount              | bigint                      | NO
 tip_goal_groups                | current_amount             | bigint                      | NO
 tip_goal_groups                | is_active                  | boolean                     | YES
 tip_goal_groups                | auto_reset                 | boolean                     | YES
 tip_goal_groups                | order_index                | integer                     | YES
 tip_goal_groups                | created_at                 | timestamp with time zone    | YES
 tip_goals                      | auto_reset                 | boolean                     | NO
 tip_goals                      | is_active                  | boolean                     | NO
 tip_goals                      | order_index                | integer                     | YES
 tip_goals                      | created_at                 | timestamp with time zone    | YES
 tip_goals                      | creator_id                 | bigint                      | NO
 tip_goals                      | current_amount             | bigint                      | NO
 tip_goals                      | target_amount              | bigint                      | NO
 tip_goals                      | updated_at                 | timestamp with time zone    | YES
 tip_goals                      | id                         | uuid                        | NO
 tip_goals                      | title                      | character varying           | YES
 tip_goals                      | group_id                   | uuid                        | YES
 tip_menu_categories            | id                         | uuid                        | NO
 tip_menu_categories            | creator_id                 | bigint                      | NO
 tip_menu_categories            | title                      | character varying           | NO
 tip_menu_categories            | sort_order                 | integer                     | YES
 tip_menu_categories            | is_enabled                 | boolean                     | YES
 tip_menu_categories            | created_at                 | timestamp without time zone | YES
 tip_records                    | amount                     | bigint                      | NO
 tip_records                    | created_at                 | timestamp with time zone    | NO
 tip_records                    | creator_earning_tokens     | bigint                      | NO
 tip_records                    | creator_id                 | bigint                      | NO
 tip_records                    | platform_fee_tokens        | bigint                      | NO
 tip_records                    | viewer_id                  | bigint                      | NO
 tip_records                    | id                         | uuid                        | NO
 tip_records                    | room_id                    | uuid                        | YES
 tips                           | amount                     | numeric                     | NO
 tips                           | created_at                 | timestamp with time zone    | NO
 tips                           | creator_id                 | bigint                      | NO
 tips                           | from_user_id               | bigint                      | NO
 tips                           | id                         | uuid                        | NO
 tips                           | room_id                    | uuid                        | YES
 tips                           | client_request_id          | character varying           | YES
 tips                           | currency                   | character varying           | NO
 tips                           | message                    | character varying           | YES
 tips                           | status                     | character varying           | NO
 tips                           | stripe_payment_intent_id   | character varying           | YES
 token_packages                 | active                     | boolean                     | NO
 token_packages                 | price                      | numeric                     | NO
 token_packages                 | token_amount               | bigint                      | NO
 token_packages                 | id                         | uuid                        | NO
 token_packages                 | currency                   | character varying           | NO
 token_packages                 | name                       | character varying           | NO
 token_packages                 | stripe_price_id            | character varying           | NO
 token_transactions             | amount                     | bigint                      | NO
 token_transactions             | created_at                 | timestamp with time zone    | NO
 token_transactions             | creator_id                 | bigint                      | NO
 token_transactions             | user_id                    | bigint                      | NO
 token_transactions             | id                         | uuid                        | NO
 token_transactions             | type                       | character varying           | NO
 user_badges                    | created_at                 | timestamp with time zone    | YES
 user_badges                    | expires_at                 | timestamp with time zone    | YES
 user_badges                    | user_id                    | bigint                      | NO
 user_badges                    | badge_id                   | uuid                        | NO
 user_badges                    | id                         | uuid                        | NO
 user_restrictions              | created_at                 | timestamp with time zone    | NO
 user_restrictions              | expires_at                 | timestamp with time zone    | YES
 user_restrictions              | id                         | uuid                        | NO
 user_restrictions              | user_id                    | uuid                        | NO
 user_restrictions              | reason                     | character varying           | NO
 user_restrictions              | restriction_level          | character varying           | NO
 user_risk_state                | payment_locked             | boolean                     | NO
 user_risk_state                | blocked_until              | timestamp with time zone    | YES
 user_risk_state                | updated_at                 | timestamp with time zone    | NO
 user_risk_state                | user_id                    | bigint                      | NO
 user_risk_state                | current_risk               | character varying           | NO
 user_wallets                   | balance                    | bigint                      | NO
 user_wallets                   | reserved_balance           | bigint                      | NO
 user_wallets                   | updated_at                 | timestamp with time zone    | NO
 user_wallets                   | user_id                    | bigint                      | NO
 user_wallets                   | id                         | uuid                        | NO
 users                          | email_verified             | boolean                     | NO
 users                          | failed_login_attempts      | integer                     | YES
 users                          | payouts_enabled            | boolean                     | NO
 users                          | shadowbanned               | boolean                     | NO
 users                          | stripe_onboarding_complete | boolean                     | NO
 users                          | trust_score                | integer                     | NO
 users                          | created_at                 | timestamp with time zone    | NO
 users                          | id                         | bigint                      | NO
 users                          | lockout_until              | timestamp with time zone    | YES
 users                          | sessions_invalidated_at    | timestamp with time zone    | YES
 users                          | display_name               | character varying           | YES
 users                          | email                      | character varying           | NO
 users                          | email_verification_token   | character varying           | YES
 users                          | fraud_risk_level           | character varying           | NO
 users                          | password                   | character varying           | NO
 users                          | role                       | character varying           | NO
 users                          | status                     | character varying           | NO
 users                          | stripe_account_id          | character varying           | YES
 users                          | username                   | character varying           | NO
 velocity_metrics               | count                      | integer                     | NO
 velocity_metrics               | user_id                    | bigint                      | NO
 velocity_metrics               | window_end                 | timestamp with time zone    | NO
 velocity_metrics               | window_start               | timestamp with time zone    | NO
 velocity_metrics               | id                         | uuid                        | NO
 velocity_metrics               | action_type                | character varying           | NO
 wallet_transactions            | amount                     | bigint                      | NO
 wallet_transactions            | created_at                 | timestamp with time zone    | NO
 wallet_transactions            | user_id                    | bigint                      | NO
 wallet_transactions            | id                         | uuid                        | NO
 wallet_transactions            | reason                     | character varying           | NO
 wallet_transactions            | reference_id               | character varying           | YES
 wallet_transactions            | type                       | character varying           | NO
 webhook_events                 | processed                  | boolean                     | NO
 webhook_events                 | created_at                 | timestamp with time zone    | NO
 webhook_events                 | id                         | uuid                        | NO
 webhook_events                 | error_message              | text                        | YES
 webhook_events                 | event_type                 | character varying           | YES
 webhook_events                 | payload                    | text                        | YES
 webhook_events                 | stripe_event_id            | character varying           | NO
 weekly_tip_leaderboards        | total_amount               | numeric                     | NO
 weekly_tip_leaderboards        | week_number                | integer                     | NO
 weekly_tip_leaderboards        | year                       | integer                     | NO
 weekly_tip_leaderboards        | creator_id                 | bigint                      | NO
 weekly_tip_leaderboards        | id                         | uuid                        | NO
 weekly_tip_leaderboards        | username                   | character varying           | NO
(1051 rows)

